🚀 Loading Fuel... (data/scraped_articles_backup.csv)
🔎 Preflight gamer positive_rate=0.206 (sample=500)
♻️ Warm-start loaded from: outputs/base_multi_16k_anchor.pt

🧠 Training on 16347 items | topics=4501 vibes=7 clusters=64 entities=19 events=14 | steps=350 | bot=gamer
[Step 248] user:gamer loss: 1.718 grad: 5.058 pred: 2.469 reward:  7.82 eps:0.14 exploit regret:    - hn:0.757 hc:0.92 | source_telus | Hype Beast | Food Compliance Innovation: TELUS & Welch's Br
[Step 249] user:gamer loss: 1.641 grad: 5.237 pred: 2.482 reward:  7.86 eps:0.14 exploit regret:    - hn:0.759 hc:0.92 | source_pandaily | Hype Beast | China's Breakthrough in Implantable Brain-Comp
[Step 250] user:gamer loss: 1.618 grad: 5.168 pred: 2.490 reward:  7.50 eps:0.14 exploit regret: 2.50 hn:0.759 hc:0.92 | source_disney_parks_blog | Hype Beast | Hauntingly Historic Mansion Celebrates 55 Year
  └─ checkpoint step=250 rolling_reward_50=7.52 mean_regret_so_far=2.35
[Step 251] user:gamer loss: 1.626 grad: 5.142 pred: 2.496 reward:  7.71 eps:0.14 exploit regret:    - hn:0.760 hc:0.92 | businessinsider.com | Hype Beast | Every song that's won record of the year at th
[Step 252] user:gamer loss: 3.775 grad:10.290 pred: 2.502 reward: 10.00 eps:0.14 exploit regret:    - hn:0.761 hc:0.92 | source_webpronews | Hype Beast | SpaceX Partners with EchoStar to Bring Starlin
[Step 253] user:gamer loss: 4.167 grad:14.377 pred: 2.550 reward: 10.00 eps:0.14 exploit regret:    - hn:0.767 hc:0.93 | arstechnica.com | Hype Beast | Did seabird poop fuel rise of Chincha in Peru?
[Step 254] user:gamer loss: 2.300 grad: 8.431 pred: 2.557 reward:  7.63 eps:0.14 exploit regret:    - hn:0.768 hc:0.93 | bbc.com | Hype Beast | 'Year of octopus' declared after warmer seas l
[Step 255] user:gamer loss: 2.311 grad: 8.203 pred: 2.563 reward:  7.38 eps:0.14 exploit regret:    - hn:0.771 hc:0.93 | source_ffoods_spectrum | Hype Beast | How Technological Breakthroughs are Redefining
[Step 256] user:gamer loss: 2.546 grad: 9.705 pred: 2.580 reward:  6.70 eps:0.14 exploit regret:    - hn:0.770 hc:0.93 | source_farmonaut | Hype Beast | Carbon Farming: 7 Carbon Capture & Sequestrati
[Step 257] user:gamer loss: 1.590 grad: 7.679 pred: 2.592 reward:  6.75 eps:0.14 exploit regret:    - hn:0.772 hc:0.93 | source_the_cool_down | Hype Beast | Scientists achieve major breakthrough that cou
[Step 258] user:gamer loss: 1.648 grad: 6.633 pred: 2.557 reward:  7.13 eps:0.14 explore regret:    - hn:0.770 hc:0.93 | source_thecable | Hype Beast | Genesis Energy, NNPC Ltd announce strategic co
[Step 259] user:gamer loss: 6.043 grad:18.091 pred: 2.584 reward: 10.00 eps:0.14 exploit regret:    - hn:0.773 hc:0.93 | source_usda_gov | Hype Beast | Wheat Genome Sequenced in Breakthrough for Glo
[Step 260] user:gamer loss: 3.841 grad:12.731 pred: 2.560 reward: 10.00 eps:0.14 exploit regret:-0.28 hn:0.767 hc:0.93 | source_the_sun_nigeria | Hype Beast | NDIC moves to boost confidence after bank lice
[Step 261] user:gamer loss: 8.661 grad:28.534 pred: 2.571 reward: 10.00 eps:0.14 exploit regret:    - hn:0.769 hc:0.93 | dailymail.co.uk | Hype Beast | I'm a 24-year-old fashion expert and my mum is
[Step 262] user:gamer loss: 1.499 grad: 5.364 pred: 2.550 reward:  7.41 eps:0.14 explore regret:    - hn:0.767 hc:0.93 | source_reuters | Hype Beast | OpenAI to boost content owners' control for So
[Step 263] user:gamer loss: 7.793 grad:21.011 pred: 2.564 reward: 10.00 eps:0.14 exploit regret:    - hn:0.768 hc:0.93 | source_engineering_news_record | Hype Beast | ENR 2025 Top 500 Sourcebook: Trend-Setter Tamp
[Step 264] user:gamer loss: 1.431 grad: 5.667 pred: 2.580 reward:  7.25 eps:0.14 exploit regret:    - hn:0.771 hc:0.93 | source_fortune_india | Hype Beast | DishTV launches Content India to give boost to
[Step 265] user:gamer loss: 7.799 grad:19.396 pred: 2.568 reward: 10.00 eps:0.14 exploit regret:    - hn:0.772 hc:0.93 | source_iol | Hype Beast | Local hair and skincare brand wins legal battl
[Step 266] user:gamer loss: 2.371 grad: 7.561 pred: 2.583 reward:  7.48 eps:0.14 exploit regret:    - hn:0.773 hc:0.93 | source_south_china_morning_post | Hype Beast | Salty soil, no problem. China hails record rap
[Step 267] user:gamer loss: 3.609 grad:10.098 pred: 2.583 reward: 10.00 eps:0.14 exploit regret:    - hn:0.770 hc:0.93 | source_eunews | Hype Beast | EIB and STMicroelectronics sign 1‑billion‑euro
[Step 268] user:gamer loss: 2.367 grad: 7.768 pred: 2.604 reward:  7.47 eps:0.14 exploit regret:    - hn:0.776 hc:0.93 | source_biotecnika | Hype Beast | World’s First Two-Way Brain-Computer Interface
[Step 269] user:gamer loss: 1.826 grad: 5.806 pred: 2.585 reward:  6.62 eps:0.13 explore regret:    - hn:0.772 hc:0.93 | ddnews.gov.in | Hype Beast | AIM–NITI Aayog, HUL Join Hands to Boost Circul
[Step 270] user:gamer loss: 2.383 grad: 6.641 pred: 2.591 reward:  7.64 eps:0.13 exploit regret: 2.36 hn:0.772 hc:0.93 | source_times_of_india | Hype Beast | Elon Musk announces Starlink breakthrough: Pho
[Step 271] user:gamer loss: 1.841 grad: 5.864 pred: 2.593 reward:  6.84 eps:0.13 exploit regret:    - hn:0.773 hc:0.93 | source_gb_news | Hype Beast | Archaeology breakthrough as student discovers 
[Step 272] user:gamer loss: 1.728 grad: 5.051 pred: 2.589 reward:  7.61 eps:0.13 exploit regret:    - hn:0.771 hc:0.93 | dailymail.co.uk | Clickbait Shocker | Zayn Malik reveals he gave his five-year-old d
[Step 273] user:gamer loss: 3.458 grad: 9.983 pred: 2.595 reward: 10.00 eps:0.13 exploit regret:    - hn:0.773 hc:0.93 | source_yahoo_finance | Hype Beast | Userful’s Infinity Platform Achieves Breakthro
[Step 274] user:gamer loss: 4.702 grad:11.252 pred: 2.583 reward: 10.00 eps:0.13 explore regret:    - hn:0.771 hc:0.93 | source_telecoms_tech_news | Hype Beast | O2 uses Starlink to boost enterprise connectiv
[Step 275] user:gamer loss: 1.705 grad: 4.983 pred: 2.596 reward:  7.31 eps:0.13 exploit regret:    - hn:0.772 hc:0.93 | destructoid.com | Hype Beast | Best players for FC 26 Shove Off Evolution
[Step 276] user:gamer loss: 7.004 grad:16.924 pred: 2.594 reward: 10.00 eps:0.13 explore regret:    - hn:0.775 hc:0.93 | source_carnegie_mellon_university | Hype Beast | Breakthrough approach enables bidirectional BC
[Step 277] user:gamer loss: 1.830 grad: 4.862 pred: 2.594 reward:  7.78 eps:0.13 explore regret:    - hn:0.772 hc:0.93 | goodnewsnetwork.org | Clickbait Shocker | Bird Droppings Powered the Rise of this Little
[Step 278] user:gamer loss: 1.690 grad: 5.143 pred: 2.609 reward:  7.95 eps:0.13 explore regret:    - hn:0.775 hc:0.93 | grist.org | Hype Beast | Food safety breakthrough: USDA declares 'Big S
[Step 279] user:gamer loss: 1.561 grad: 5.263 pred: 2.639 reward:  7.99 eps:0.13 exploit regret:    - hn:0.777 hc:0.93 | source_ewtn_news | Hype Beast | Vatican envoy celebrates Mass at Canterbury fo
[Step 280] user:gamer loss: 3.457 grad:10.326 pred: 2.656 reward: 10.00 eps:0.13 exploit regret: 0.00 hn:0.779 hc:0.93 | source_fotmob | Clickbait Shocker | How The Super Bowl Will Have Unexpected Impact
[Step 281] user:gamer loss: 7.325 grad:26.545 pred: 2.661 reward: 10.00 eps:0.13 explore regret:    - hn:0.781 hc:0.93 | source_the_debrief | Hype Beast | Paralyzed Man Controls Robotic Arm With His Th
[Step 282] user:gamer loss: 6.497 grad:17.108 pred: 2.688 reward: 10.00 eps:0.13 exploit regret:    - hn:0.784 hc:0.94 | source_pandaily | Hype Beast | China's Tsinghua University Made Breakthrough 
[Step 283] user:gamer loss: 1.629 grad: 4.870 pred: 2.687 reward:  7.56 eps:0.13 exploit regret:    - hn:0.785 hc:0.94 | dailymail.co.uk | Clickbait Shocker | My toenails have suddenly gone hard, crusty an
[Step 284] user:gamer loss: 1.410 grad: 5.107 pred: 2.738 reward:  7.44 eps:0.13 exploit regret:    - hn:0.787 hc:0.94 | androidauthority.com | Hype Beast | The JBL Flip 7 is still at a record-low price,
[Step 285] user:gamer loss: 2.322 grad: 7.015 pred: 2.736 reward:  7.35 eps:0.13 exploit regret:    - hn:0.788 hc:0.94 | source_farmonaut | Hype Beast | Lettuce Grow Farmstand: Top 7 Vertical Farm Br
[Step 286] user:gamer loss: 4.679 grad:13.775 pred: 2.772 reward: 10.00 eps:0.13 exploit regret:    - hn:0.793 hc:0.94 | theguardian.com | Clickbait Shocker | ‘Hope and relief’ as seaside town’s last youth
[Step 287] user:gamer loss: 3.968 grad:12.821 pred: 2.781 reward: 10.00 eps:0.13 exploit regret:    - hn:0.793 hc:0.94 | source_traverse_city_record_eagle | Hype Beast | MUTUAL AID TASK FORCE: Dive team practices for
[Step 288] user:gamer loss: 1.287 grad: 4.962 pred: 2.813 reward:  7.73 eps:0.13 exploit regret:    - hn:0.795 hc:0.94 | rockpapershotgun.com | Sarcastic Takedown | Reanimal review – the dollhouse horror of Litt
[Step 289] user:gamer loss: 4.456 grad:13.072 pred: 2.821 reward: 10.00 eps:0.13 exploit regret:    - hn:0.795 hc:0.94 | businessinsider.com | Hype Beast | Ford CEO says 'the customer has spoken' after 
[Step 290] user:gamer loss: 4.448 grad:13.580 pred: 2.848 reward: 10.00 eps:0.13 exploit regret:-2.44 hn:0.797 hc:0.94 | forbes.com | Hype Beast | Netflix’s Best New Movie Has A Record 97% Rott
[Step 291] user:gamer loss: 1.260 grad: 4.839 pred: 2.873 reward:  7.75 eps:0.13 exploit regret:    - hn:0.801 hc:0.94 | source_devdiscourse | Hype Beast | Indian Farmers Secure New Global Paths: A Dipl
[Step 292] user:gamer loss: 2.330 grad: 6.576 pred: 2.844 reward:  7.57 eps:0.12 exploit regret:    - hn:0.801 hc:0.94 | source_ewg | Sarcastic Takedown | New baby textile product tests show concerning
[Step 293] user:gamer loss: 2.185 grad: 7.401 pred: 2.893 reward:  7.08 eps:0.12 exploit regret:    - hn:0.804 hc:0.95 | cointelegraph.com | Clickbait Shocker | X Money ‘external beta’ will go live in 1-2 mo
[Step 294] user:gamer loss: 5.918 grad:16.915 pred: 2.918 reward: 10.00 eps:0.12 exploit regret:    - hn:0.802 hc:0.95 | dailymail.co.uk | Clickbait Shocker | What Jennifer Aniston eats in a day to maintai
[Step 295] user:gamer loss: 1.358 grad: 4.744 pred: 2.918 reward:  7.29 eps:0.12 exploit regret:    - hn:0.806 hc:0.95 | ecowatch.com | Clickbait Shocker | Deepest-Known Animal Communities Found Almost 
[Step 296] user:gamer loss: 1.526 grad: 4.639 pred: 2.881 reward:  7.23 eps:0.12 exploit regret:    - hn:0.802 hc:0.95 | source_arise_news | Hype Beast | NIS Aims For Border Security Boost Through Tec
[Step 297] user:gamer loss: 4.377 grad:16.376 pred: 2.936 reward: 10.00 eps:0.12 exploit regret:    - hn:0.807 hc:0.95 | source_artshub_australia | Clickbait Shocker | New urban garden, Laak Boorndap, revealed for 
[Step 298] user:gamer loss: 2.268 grad: 7.316 pred: 2.921 reward:  6.93 eps:0.12 exploit regret:    - hn:0.806 hc:0.95 | theguardian.com | Sarcastic Takedown | French biathlete guilty of fraud wins Olympic 
[Step 299] user:gamer loss: 1.500 grad: 4.624 pred: 2.894 reward:  7.23 eps:0.12 exploit regret:    - hn:0.801 hc:0.94 | source_sustainability_times | Hype Beast | CRISPR Wheat Breakthrough: How Self-Fertilizin
[Step 300] user:gamer loss: 1.157 grad: 4.552 pred: 2.955 reward:  7.82 eps:0.12 explore regret: 2.18 hn:0.811 hc:0.95 | source_designboom | Clickbait Shocker | laser carrying airplanes have revealed ancient
  └─ checkpoint step=300 rolling_reward_50=8.43 mean_regret_so_far=2.02
[Step 301] user:gamer loss: 5.972 grad:19.356 pred: 2.973 reward: 10.00 eps:0.12 exploit regret:    - hn:0.810 hc:0.95 | eskom.co.za | Hype Beast | Power system remains stable as Eskom continues
[Step 302] user:gamer loss: 5.383 grad:17.655 pred: 2.977 reward: 10.00 eps:0.12 exploit regret:    - hn:0.809 hc:0.95 | source_record_courier | Hype Beast | Biohackers World Los Angeles Explores the Grow
[Step 303] user:gamer loss: 3.467 grad:12.533 pred: 2.978 reward:  6.96 eps:0.12 exploit regret:    - hn:0.809 hc:0.95 | news.cgtn.com | Hype Beast | Chinese scientists make breakthrough in invasi
[Step 304] user:gamer loss: 1.110 grad: 4.288 pred: 2.968 reward:  7.72 eps:0.12 exploit regret:    - hn:0.809 hc:0.95 | source_cosmetics_design_europe | Hype Beast | TikTok Shop LIVE set for record Christmas sale
[Step 305] user:gamer loss: 2.249 grad: 9.582 pred: 2.977 reward:  7.17 eps:0.12 exploit regret:    - hn:0.809 hc:0.95 | dailymail.co.uk | Hype Beast | How Sean Dyche turned the Nottingham Forest dr
[Step 306] user:gamer loss: 1.064 grad: 4.190 pred: 2.975 reward:  7.69 eps:0.12 exploit regret:    - hn:0.812 hc:0.95 | source_sahm | Hype Beast | More crop per drop: NADEC and EF Polymer deplo
[Step 307] user:gamer loss: 3.798 grad:14.741 pred: 2.985 reward: 10.00 eps:0.12 exploit regret:    - hn:0.810 hc:0.95 | news.com.au | Clickbait Shocker | Woolies’ shocking tactics revealed - News.com.
[Step 308] user:gamer loss: 6.347 grad:20.880 pred: 2.988 reward: 10.00 eps:0.12 exploit regret:    - hn:0.809 hc:0.95 | commondreams.org | Clickbait Shocker | Trump’s ‘Jaw-dropping’ Conflict of Interest wi
[Step 309] user:gamer loss: 4.308 grad:15.844 pred: 2.982 reward: 10.00 eps:0.12 exploit regret:    - hn:0.810 hc:0.95 | source_devdiscourse | Hype Beast | Health Headlines: Breakthroughs, Setbacks, and
[Step 310] user:gamer loss: 1.117 grad: 4.250 pred: 2.964 reward:  7.93 eps:0.12 exploit regret: 2.07 hn:0.810 hc:0.95 | atlasobscura.com | Hype Beast | The Quest to Visit 1,000 Places
[Step 311] user:gamer loss: 3.412 grad:11.501 pred: 2.969 reward:  6.80 eps:0.12 exploit regret:    - hn:0.810 hc:0.95 | source_yicai_global | Hype Beast | Chinese BCI Startup NeuroXess Hails Breakthrou
[Step 312] user:gamer loss: 2.304 grad: 8.379 pred: 2.970 reward:  7.91 eps:0.12 exploit regret:    - hn:0.808 hc:0.95 | source_morgan_stanley | Hype Beast | AI Brain Implant Shows Breakthrough Potential 
[Step 313] user:gamer loss: 3.758 grad:14.365 pred: 2.984 reward: 10.00 eps:0.12 exploit regret:    - hn:0.810 hc:0.95 | source_defenceweb | Hype Beast | Drone technology boosts border security over f
[Step 314] user:gamer loss: 5.217 grad:17.288 pred: 2.968 reward: 10.00 eps:0.12 exploit regret:    - hn:0.811 hc:0.95 | goodnewsnetwork.org | Hype Beast | Numbers of Rare Butterfly Eggs are Best on Rec
[Step 315] user:gamer loss: 2.301 grad:10.136 pred: 2.994 reward:  6.79 eps:0.11 exploit regret:    - hn:0.808 hc:0.95 | lifehacker.com | Hype Beast | This Substack Data Breach May Have Compromised
[Step 316] user:gamer loss: 1.161 grad: 4.394 pred: 2.957 reward:  7.95 eps:0.11 exploit regret:    - hn:0.807 hc:0.95 | eurogamer.net | Clickbait Shocker | Hollow Knight Switch 2 version announced, owne
[Step 317] user:gamer loss: 1.082 grad: 4.273 pred: 2.975 reward:  7.47 eps:0.11 exploit regret:    - hn:0.811 hc:0.95 | dailymail.co.uk | Sarcastic Takedown | Controversial French duo snatch gold from Team
[Step 318] user:gamer loss: 4.830 grad:16.750 pred: 2.967 reward: 10.00 eps:0.11 exploit regret:    - hn:0.810 hc:0.95 | source_homes_and_gardens | Hype Beast | Front door trends – 7 stylish ideas to boost c
[Step 319] user:gamer loss: 2.285 grad: 9.040 pred: 2.980 reward:  7.93 eps:0.11 explore regret:    - hn:0.810 hc:0.95 | source_daily_maverick | Hype Beast | Easter security boost: South Africa deploys dr
[Step 320] user:gamer loss: 1.171 grad: 4.398 pred: 2.947 reward:  7.61 eps:0.11 exploit regret: 2.39 hn:0.807 hc:0.95 | source_csp_daily_news | Hype Beast | Private-label sales hit record $282.8B in 2025
[Step 321] user:gamer loss: 5.246 grad:17.440 pred: 2.966 reward: 10.00 eps:0.11 exploit regret:    - hn:0.808 hc:0.95 | source_new_atlas | Hype Beast | Brain implant breakthrough helps ALS man talk 
[Step 322] user:gamer loss: 0.930 grad: 4.045 pred: 3.021 reward:  7.64 eps:0.11 exploit regret:    - hn:0.813 hc:0.95 | rockpapershotgun.com | Clickbait Shocker | Generative AI plays "zero part" in GTA 6, Take
[Step 323] user:gamer loss: 4.909 grad:17.143 pred: 2.964 reward: 10.00 eps:0.11 explore regret:    - hn:0.811 hc:0.95 | source_baltimore_sun | Hype Beast | Maryland power grid faces strain amid record c
[Step 324] user:gamer loss: 2.282 grad: 9.709 pred: 2.967 reward:  6.93 eps:0.11 exploit regret:    - hn:0.810 hc:0.95 | theguardian.com | Clickbait Shocker | Alleged drones in El Paso airspace cast spotli
[Step 325] user:gamer loss: 2.245 grad: 9.219 pred: 2.973 reward:  7.33 eps:0.11 exploit regret:    - hn:0.811 hc:0.95 | source_express_computer | Sarcastic Takedown | Airtel launches AI-powered protection against 
[Step 326] user:gamer loss: 2.298 grad:10.678 pred: 2.983 reward:  6.96 eps:0.11 exploit regret:    - hn:0.811 hc:0.95 | nytimes.com | Clickbait Shocker | Elon Musk Wants to Build an A.I. Satellite Fac
[Step 327] user:gamer loss: 2.254 grad: 9.954 pred: 2.955 reward:  7.01 eps:0.11 exploit regret:    - hn:0.809 hc:0.95 | source_premium_times_nigeria | Hype Beast | Africa Food Prize: IITA celebrates Nigerian sc
[Step 328] user:gamer loss: 6.319 grad:21.334 pred: 2.960 reward: 10.00 eps:0.11 exploit regret:    - hn:0.810 hc:0.95 | businessinsider.com | Clickbait Shocker | Bill Ackman's hedge fund reveals big stake in 
[Step 329] user:gamer loss: 9.339 grad:28.661 pred: 2.944 reward: 10.00 eps:0.11 exploit regret:    - hn:0.807 hc:0.95 | dailymail.co.uk | Clickbait Shocker | Simon Jordan reveals what he was saying to 'fo
[Step 330] user:gamer loss: 2.246 grad: 9.333 pred: 2.954 reward:  7.45 eps:0.11 exploit regret: 2.55 hn:0.802 hc:0.95 | eurogamer.net | Clickbait Shocker | After the blinding success of Split Fiction, J
[Step 331] user:gamer loss: 1.365 grad: 4.633 pred: 2.861 reward:  7.24 eps:0.11 explore regret:    - hn:0.801 hc:0.95 | source_eco_business | Hype Beast | Food Waste Breakthrough launches to help citie
[Step 332] user:gamer loss: 2.205 grad: 7.387 pred: 2.875 reward:  7.80 eps:0.11 exploit regret:    - hn:0.800 hc:0.94 | source_global_times | Hype Beast | China’s Space seed breeding makes breakthrough
[Step 333] user:gamer loss: 2.186 grad: 7.703 pred: 2.851 reward:  6.71 eps:0.11 explore regret:    - hn:0.800 hc:0.94 | rockpapershotgun.com | Sarcastic Takedown | Team Ninja fix a terrifying "very rare" Nioh 3
[Step 334] user:gamer loss: 4.550 grad:12.613 pred: 2.821 reward: 10.00 eps:0.11 explore regret:    - hn:0.797 hc:0.94 | source_business_insider | Clickbait Shocker | MrBeast revealed how much of his $5 billion co
[Step 335] user:gamer loss: 1.537 grad: 4.756 pred: 2.802 reward:  8.00 eps:0.11 exploit regret:    - hn:0.794 hc:0.94 | source_ispi_istituto_per_gli_studi_di_politica_internazionale | Hype Beast | North Korea’s ‘Head-On Breakthrough’ Agenda am
[Step 336] user:gamer loss: 1.293 grad: 4.758 pred: 2.839 reward:  7.62 eps:0.11 exploit regret:    - hn:0.795 hc:0.94 | atlasobscura.com | Clickbait Shocker | Visiting every museum in New York City
[Step 337] user:gamer loss: 4.519 grad:12.167 pred: 2.801 reward: 10.00 eps:0.11 exploit regret:    - hn:0.794 hc:0.94 | source_winston_strawn | Hype Beast | Banks Operating in Florida Should Be Aware of 
[Step 338] user:gamer loss: 4.318 grad:12.376 pred: 2.801 reward: 10.00 eps:0.11 exploit regret:    - hn:0.794 hc:0.94 | source_page_six | Clickbait Shocker | Alix Earle’s whopping 6-figure payday for a si
[Step 339] user:gamer loss: 1.414 grad: 4.800 pred: 2.794 reward:  7.78 eps:0.10 explore regret:    - hn:0.796 hc:0.94 | bloomberg.com | Hype Beast | Alphabet Embarks on Global Bond Spree to Fund 
[Step 340] user:gamer loss: 2.895 grad: 8.954 pred: 2.806 reward:  7.18 eps:0.10 exploit regret: 2.82 hn:0.796 hc:0.94 | source_techgenyz | Hype Beast | Brain-Computer Interfaces 2026: Medical Breakt
[Step 341] user:gamer loss: 4.342 grad:12.077 pred: 2.794 reward: 10.00 eps:0.10 exploit regret:    - hn:0.795 hc:0.94 | source_comfy_cozy_gaming | Hype Beast | Press Release: QubicGames Celebrates 20th Anni
[Step 342] user:gamer loss: 2.128 grad: 6.762 pred: 2.790 reward:  7.69 eps:0.10 exploit regret:    - hn:0.794 hc:0.94 | source_pv_magazine_international | Hype Beast | Grid-forming inverters boost grid stability, s
[Step 343] user:gamer loss: 2.169 grad: 6.983 pred: 2.778 reward:  7.01 eps:0.10 exploit regret:    - hn:0.791 hc:0.94 | source_benzinga | Hype Beast | Elon Musk Says Neuralink Will 'Ultimately' Be 
[Step 344] user:gamer loss: 3.669 grad:10.871 pred: 2.771 reward: 10.00 eps:0.10 explore regret:    - hn:0.794 hc:0.94 | source_protectionweb | Hype Beast | Drone technology boosts border security over f
[Step 345] user:gamer loss: 3.608 grad:10.012 pred: 2.777 reward:  2.78 eps:0.10 exploit regret:    - hn:0.790 hc:0.94 | rockpapershotgun.com | Angry Rant | Discord roll out global age verification syste
[Step 346] user:gamer loss: 2.143 grad: 7.741 pred: 2.776 reward:  7.09 eps:0.10 exploit regret:    - hn:0.789 hc:0.94 | dailymail.co.uk | Clickbait Shocker | Katie Price and Lee Andrews enjoy a honeymoon 
[Step 347] user:gamer loss: 2.124 grad: 7.323 pred: 2.746 reward:  7.17 eps:0.10 exploit regret:    - hn:0.790 hc:0.94 | source_the_guardian | Sarcastic Takedown | I tested my tap water, household products and 
[Step 348] user:gamer loss: 2.078 grad: 6.545 pred: 2.724 reward:  7.68 eps:0.10 exploit regret:    - hn:0.787 hc:0.94 | source_newsx | Hype Beast | BMC Election Results 2026: BJP Celebrates As M
[Step 349] user:gamer loss: 1.393 grad: 4.910 pred: 2.722 reward:  7.36 eps:0.10 exploit regret:    - hn:0.785 hc:0.94 | source_rnz | Hype Beast | US-China trade war surges, overshadowing Trump
[Step 350] user:gamer loss: 2.094 grad: 7.001 pred: 2.703 reward:  6.87 eps:0.10 exploit regret: 3.13 hn:0.783 hc:0.93 | source_artnet_news | Hype Beast | New Institute of Sexology Celebrates History o
  └─ checkpoint step=350 rolling_reward_50=8.18 mean_regret_so_far=2.10

🏁 Final Reward(10): 7.37 | Mean Regret: 2.10
🔬 User-state cluster by session phase:
  cluster_0: {'early': 79, 'mid': 117, 'late': 117}
  cluster_1: {'early': 16}
  cluster_2: {'early': 21}
💾 Warm-start checkpoint saved to: outputs/ft_gamer_v2.pt
